CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
SBA000689,application,Server Based Application,WBS000228,IM0002163,Closed,5,5,5,0.684961588,request for information,KM0000656,closed,0,2/10/2013 16:28,,2/10/2013 16:34,2/10/2013 16:34,"0,1",Other,1,SD0003753,,,
SBA000172,application,Server Based Application,WBS000014,IM0002164,Closed,3,3,3,0.72302893,incident,KM0000426,closed,0,2/10/2013 16:31,,2/10/2013 17:11,2/10/2013 17:11,"0,666111111",Software,1,SD0003754,,,
WBA000058,application,Web Based Application,WBS000073,IM0002165,Closed,4,4,4,0.187980175,incident,KM0001245,closed,0,2/10/2013 16:37,,2/10/2013 16:48,2/10/2013 16:48,"0,176388889",Operator error,1,SD0003755,,,
SBA000689,application,Server Based Application,WBS000228,IM0002166,Closed,5,5,5,0.778251913,request for information,KM0000656,closed,0,2/10/2013 16:39,,2/10/2013 17:28,2/10/2013 17:28,"0,821666667",Other,1,SD0003756,,,
CBA000014,application,Client Based Application,WBS000073,IM0002167,Closed,4,4,4,0.205660612,incident,KM0001692,closed,2,2/10/2013 16:51,,3/10/2013 12:31,3/10/2013 12:34,"6,22,30,55,556",Other,1,SD0003758,,,
SBA000462,application,Server Based Application,WBS000073,IM0002168,Closed,4,4,4,0.074464371,incident,KM0001771,closed,0,2/10/2013 16:56,,3/10/2013 08:25,3/10/2013 08:25,"1,97,02,77,778",Software,1,SD0003963,,,
DSK000108,computer,Desktop,WBS000187,IM0002169,Closed,4,4,4,0.024722741,incident,KM0002055,closed,0,2/10/2013 17:18,,3/10/2013 08:20,3/10/2013 08:20,"1,52,83,33,333",Software,1,SD0003965,,,
SBA000427,application,Server Based Application,WBS000307,IM0002170,Closed,3,3,3,0.200484056,incident,KM0001350,closed,0,3/10/2013 00:44,,3/10/2013 06:36,3/10/2013 06:36,0,Data,1,SD0003967,,,
DTA000616,application,Desktop Application,WBS000092,IM0002171,Closed,3,3,3,0.259825745,incident,KM0001373,closed,1,3/10/2013 07:36,,3/10/2013 08:53,3/10/2013 08:53,"1,29,58,33,333",Software,1,SD0003970,,,
SBA000263,application,Server Based Application,WBS000072,IM0002172,Closed,5,5,5,0.596765847,request for information,KM0001116,closed,2,3/10/2013 07:49,8/10/2013 09:10,21-10-2013 14:44,21-10-2013 14:44,"1,00,265",Other,3,#MULTIVALUE,,,
SBA000423,application,Server Based Application,WBS000054,IM0002173,Closed,5,5,5,0.769010723,request for information,KM0001120,closed,0,3/10/2013 07:59,,3/10/2013 08:04,3/10/2013 08:04,"0,085277778",Other,1,SD0003974,,,
SAP000004,application,SAP,WBS000271,IM0002174,Closed,5,5,5,0.154321679,request for information,KM0001264,closed,0,3/10/2013 08:10,,3/10/2013 08:11,3/10/2013 08:11,"0,024444444",Other,1,SD0003977,,,
SBA000263,application,Server Based Application,WBS000072,IM0002175,Closed,5,5,5,0.830321233,request for information,KM0001114,closed,0,3/10/2013 08:21,7/10/2013 08:48,9/10/2013 11:29,9/10/2013 11:29,"1,12,91,38,889",Other,2,#MULTIVALUE,,,
APP000005,application,Citrix,WBS000292,IM0002176,Closed,4,4,4,0.151851624,incident,KM0001060,closed,0,3/10/2013 08:25,,3/10/2013 09:29,3/10/2013 09:29,"1,07,02,77,778",Software,1,SD0003979,,,
DTA000031,application,Desktop Application,WBS000111,IM0002177,Closed,5,5,5,0.745004442,incident,KM0002029,closed,0,3/10/2013 08:35,,23-10-2013 10:56,23-10-2013 10:56,"1,49,34,94,444",Hardware,1,SD0003981,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002178,Closed,4,4,4,0.728064212,incident,KM0000741,closed,0,3/10/2013 08:37,,3/10/2013 14:51,3/10/2013 14:51,"6,24,11,11,111",Software,2,#MULTIVALUE,,,
LAP001222,computer,Laptop,WBS000187,IM0002179,Closed,4,4,4,0.80220966,incident,KM0001019,closed,8,3/10/2013 08:39,,15-10-2013 10:19,15-10-2013 10:19,"6,44,46,66,667",Hardware,1,SD0003986,,,
SUB000513,subapplication,Web Based Application,WBS000012,IM0002180,Closed,5,5,5,0.713715684,incident,KM0000594,closed,1,3/10/2013 08:44,,3/10/2013 14:15,3/10/2013 14:16,"5,52,16,66,667",Other,1,SD0003984,,,
SBA000101,application,Server Based Application,WBS000165,IM0002181,Closed,5,5,5,0.614822575,request for information,KM0001445,closed,3,3/10/2013 08:45,,14-10-2013 12:23,14-10-2013 12:23,"7,71,37,77,778",Other,1,SD0003988,,,
SBA000101,application,Server Based Application,WBS000165,IM0002182,Closed,5,5,5,0.435878381,request for information,KM0001445,closed,2,3/10/2013 08:45,,9/10/2013 13:31,9/10/2013 13:31,"4,51,86,94,444",Software,1,SD0003985,,,
SSW000058,software,System Software,WBS000199,IM0002183,Closed,3,3,3,0.44102814,incident,KM0000940,closed,0,3/10/2013 08:52,,3/10/2013 09:47,3/10/2013 09:47,"0,916111111",Other,1,SD0003992,,,
CBA000014,application,Client Based Application,WBS000073,IM0002184,Closed,4,4,4,0.745901274,incident,KM0001692,closed,2,3/10/2013 08:57,,3/10/2013 11:56,3/10/2013 11:56,"2,98,47,22,222",Other,1,SD0003994,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0002185,Closed,5,5,5,0.964965204,request for information,KM0000226,closed,0,3/10/2013 09:01,,3/10/2013 10:11,3/10/2013 10:11,"1,16,94,44,444",Other,1,SD0003996,,,
SBA000172,application,Server Based Application,WBS000014,IM0002186,Closed,3,3,3,0.167839689,incident,KM0000426,closed,0,3/10/2013 09:03,,3/10/2013 10:29,3/10/2013 10:30,"0,251666667",Other,1,SD0003987,,,
SBA000072,application,Server Based Application,WBS000244,IM0002187,Closed,4,4,4,0.297849876,incident,KM0000674,closed,0,3/10/2013 09:05,,3/10/2013 09:31,3/10/2013 09:31,"0,426388889",User error,1,SD0003999,,,
SBA000659,application,Server Based Application,WBS000128,IM0002188,Closed,4,4,4,0.501297975,incident,KM0002059,closed,0,3/10/2013 09:09,,3/10/2013 11:29,3/10/2013 11:30,"2,33,66,66,667",Software,1,SD0004005,,,
SBA000172,application,Server Based Application,WBS000014,IM0002189,Closed,3,3,3,0.323563355,incident,KM0000426,closed,2,3/10/2013 09:14,,3/10/2013 15:10,3/10/2013 15:10,"5,93,86,11,111",Other,1,SD0004001,,,
WBA000144,application,Web Based Application,WBS000318,IM0002190,Closed,5,5,5,0.197188457,incident,KM0001650,closed,7,3/10/2013 09:19,14-10-2013 14:38,31-10-2013 12:20,31-10-2013 12:20,"9,68,66,94,444",Other,2,#MULTIVALUE,,,
SBA000607,application,Server Based Application,WBS000263,IM0002191,Closed,5,5,5,0.134549908,incident,KM0001105,closed,3,3/10/2013 09:20,,3/10/2013 17:06,3/10/2013 17:06,"7,77,16,66,667",Other,1,SD0004010,,,
SBA000172,application,Server Based Application,WBS000014,IM0002192,Closed,3,3,3,0.597527833,incident,KM0000426,closed,0,3/10/2013 09:22,,3/10/2013 09:51,3/10/2013 09:51,"0,484722222",Other,1,SD0004006,,,
DTA000056,application,Desktop Application,WBS000091,IM0002193,Closed,4,4,4,0.841110735,incident,KM0002040,closed,1,3/10/2013 09:26,,3/10/2013 13:58,3/10/2013 13:58,"4,53,63,88,889",Other,1,SD0004012,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002194,Closed,4,4,4,0.231859306,incident,KM0000751,closed,0,3/10/2013 09:28,,3/10/2013 10:16,3/10/2013 10:16,"0,803888889",Software,1,SD0004017,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002195,Closed,4,4,4,0.465022166,incident,KM0000741,closed,0,3/10/2013 09:35,,3/10/2013 15:08,3/10/2013 15:08,"5,55,52,77,778",Software,1,SD0004022,,,
CBD000714,computer,Banking Device,WBS000146,IM0002196,Closed,2,2,2,0.20683429,incident,KM0000274,closed,1,3/10/2013 09:37,,6/10/2013 18:12,6/10/2013 18:12,"8,05,40,83,333",Hardware,1,SD0004021,,,
SBA000462,application,Server Based Application,WBS000073,IM0002197,Closed,4,4,4,0.606199794,incident,KM0001786,closed,0,3/10/2013 09:39,,3/10/2013 10:13,3/10/2013 10:13,"0,555",Operator error,1,SD0004027,,,
SUB000310,subapplication,Server Based Application,WBS000076,IM0002198,Closed,5,5,5,0.378966614,request for information,KM0000882,closed,0,3/10/2013 08:09,,5/10/2013 16:01,5/10/2013 16:03,"2,03,43,05,556",No error - works as designed,1,SD0004044,,,
WBA000133,application,Web Based Application,WBS000073,IM0002199,Closed,5,5,5,0.438643842,request for information,KM0001481,closed,0,3/10/2013 08:10,,9/10/2013 10:53,9/10/2013 10:53,"4,47,27,22,222",Unknown,1,SD0004043,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002200,Closed,4,4,4,0.85832905,incident,KM0001918,closed,1,3/10/2013 08:18,,3/10/2013 16:18,3/10/2013 16:18,"7,99,69,44,444",Software,1,SD0004047,,,
SBA000805,application,Server Based Application,WBS000016,IM0002201,Closed,3,3,3,0.894515852,incident,KM0000938,closed,0,3/10/2013 08:33,,3/10/2013 08:35,3/10/2013 08:35,"0,028611111",Hardware,1,SD0004053,,,
SUB000310,subapplication,Server Based Application,WBS000076,IM0002202,Closed,5,5,5,0.433966558,request for information,KM0000884,closed,0,3/10/2013 08:40,,,8/10/2013 09:10,"2,66,63,33,333",No error - works as designed,1,SD0004058,,,
SBA000028,application,Server Based Application,WBS000030,IM0002203,Closed,5,5,5,0.94854792,incident,KM0000166,closed,0,3/10/2013 08:42,,3/10/2013 14:47,3/10/2013 14:47,"1,055",Software,1,SD0004059,,,
SBA000338,application,Server Based Application,WBS000169,IM0002204,Closed,4,4,4,0.230564307,incident,KM0000327,closed,0,3/10/2013 08:46,,3/10/2013 09:30,3/10/2013 09:37,"0,850555556",Software,1,SD0004064,,,
WBA000018,application,Web Based Application,WBS000073,IM0002205,Closed,4,4,4,0.806000052,incident,KM0000720,closed,5,3/10/2013 08:52,,8/10/2013 08:58,8/10/2013 08:58,"3,15,98,88,889",Data,1,SD0004065,,,
SUB000533,subapplication,Web Based Application,WBS000073,IM0002206,Closed,4,4,4,0.009671798,incident,KM0001892,closed,2,3/10/2013 09:01,,3/10/2013 13:29,3/10/2013 13:29,"4,47,44,44,444",Other,1,SD0004070,,,
LAP000701,computer,Laptop,WBS000091,IM0002207,Closed,5,5,5,0.531412357,incident,KM0001444,closed,0,3/10/2013 09:08,,4/10/2013 07:48,4/10/2013 07:48,"9,15,66,66,667",Hardware,2,#MULTIVALUE,,,
LAP000062,computer,Laptop,WBS000187,IM0002208,Closed,5,5,5,0.245161274,incident,KM0001447,closed,0,3/10/2013 09:23,,7/10/2013 08:51,7/10/2013 08:56,"2,05,49,44,444",Hardware,1,SD0004082,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002209,Closed,4,4,4,0.457006549,incident,KM0000748,closed,0,3/10/2013 09:27,,3/10/2013 14:07,3/10/2013 14:07,"4,67,44,44,444",Software,1,SD0004084,,,
DTA000616,application,Desktop Application,WBS000092,IM0002210,Closed,4,4,4,0.094161797,incident,KM0001373,closed,0,3/10/2013 09:32,,8/10/2013 12:10,8/10/2013 12:10,"4,56,88,88,889",Software,1,SD0004086,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0002211,Closed,5,5,5,0.958914858,request for information,KM0000226,closed,0,3/10/2013 09:37,,3/10/2013 10:14,3/10/2013 10:14,"0,609166667",Other,1,SD0004090,,,
DTA000023,application,Desktop Application,WBS000093,IM0002212,Closed,4,4,4,0.109483192,incident,KM0001938,closed,1,3/10/2013 09:41,,7/10/2013 15:48,7/10/2013 15:48,"1,46,98,88,889",Other,1,SD0004081,,,
SBA000458,application,Server Based Application,WBS000073,IM0002213,Closed,4,4,4,0.450847126,incident,KM0001539,closed,0,3/10/2013 09:43,,4/10/2013 08:43,4/10/2013 08:43,"9,50,36,11,111",Software,1,SD0004085,,,
DSK000303,computer,Desktop,WBS000187,IM0002214,Closed,5,5,5,0.073925727,incident,KM0001446,closed,0,3/10/2013 09:44,,7/10/2013 08:58,7/10/2013 08:58,"2,02,35,55,556",Hardware,1,SD0004088,,,
DTA000057,application,Desktop Application,WBS000094,IM0002215,Closed,5,5,5,0.201974849,incident,KM0001162,closed,0,3/10/2013 09:46,,3/10/2013 09:50,3/10/2013 09:50,"0,068888889",No error - works as designed,1,SD0004092,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002216,Closed,4,4,4,0.588314812,incident,KM0001736,closed,0,3/10/2013 10:06,,3/10/2013 14:19,3/10/2013 14:19,"4,22,02,77,778",Operator error,1,SD0004328,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002217,Closed,4,4,4,0.046723864,incident,KM0001736,closed,0,3/10/2013 10:08,,3/10/2013 10:30,3/10/2013 10:30,"0,355833333",Software,1,SD0004331,,,
LAP001547,computer,Laptop,WBS000091,IM0002218,Closed,4,4,4,0.554831311,incident,KM0001934,closed,2,3/10/2013 10:09,,4/10/2013 09:57,4/10/2013 09:57,"1,02,95,55,556",Software,1,SD0004329,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0002219,Closed,4,4,4,0.408629967,incident,KM0000705,closed,0,3/10/2013 10:21,,3/10/2013 11:43,3/10/2013 11:44,"1,36,69,44,444",Other,1,SD0004340,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0002220,Closed,4,4,4,0.845706257,incident,KM0000705,closed,0,3/10/2013 10:25,,3/10/2013 11:44,3/10/2013 11:44,"1,32,33,33,333",Other,1,SD0004343,,,
WBA000011,application,Web Based Application,WBS000152,IM0002221,Closed,5,5,5,0.605702692,incident,KM0000075,closed,0,3/10/2013 10:29,,3/10/2013 15:28,3/10/2013 15:28,"49,825",Operator error,1,SD0004344,,,
SBA000025,application,Server Based Application,WBS000006,IM0002222,Closed,4,4,4,0.215633117,incident,KM0000029,closed,0,3/10/2013 10:31,,,3/10/2013 11:08,"0,565555556",Software,1,SD0004348,,,
WBA000011,application,Web Based Application,WBS000152,IM0002223,Closed,5,5,5,0.842747341,incident,KM0000075,closed,0,3/10/2013 10:32,,3/10/2013 15:29,3/10/2013 15:29,"4,93,94,44,444",Software,1,SD0004349,,,
WBA000011,application,Web Based Application,WBS000152,IM0002224,Closed,5,5,5,0.082490011,incident,KM0000075,closed,0,3/10/2013 10:35,,3/10/2013 15:30,3/10/2013 15:31,"4,92,55,55,556",Software,1,SD0004350,,,
SBA000025,application,Server Based Application,WBS000006,IM0002225,Closed,2,2,2,0.522799367,incident,KM0000029,closed,0,3/10/2013 10:36,,,3/10/2013 11:10,"0,566111111",Software,1,SD0004351,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0002226,Closed,5,5,5,0.785818551,request for information,KM0000225,closed,0,3/10/2013 10:36,,3/10/2013 14:43,3/10/2013 14:44,"4,12,16,66,667",Data,1,SD0004335,,,
SUB000479,subapplication,Web Based Application,WBS000015,IM0002227,Closed,4,4,4,0.637143095,incident,KM0000456,closed,0,3/10/2013 10:40,,3/10/2013 15:13,3/10/2013 15:13,"0,8675",Other,1,SD0004355,,,
SUB000479,subapplication,Web Based Application,WBS000015,IM0002228,Closed,4,4,4,0.867706071,incident,KM0000453,closed,0,3/10/2013 10:42,,3/10/2013 14:43,3/10/2013 14:43,"0,88",Other,1,SD0004356,,,
WBA000133,application,Web Based Application,WBS000073,IM0002229,Closed,4,4,4,0.753298776,incident,KM0001313,closed,1,3/10/2013 10:47,,14-10-2013 10:51,14-10-2013 10:51,"7,35,65,55,556",Other,1,SD0004359,,,
SBA000172,application,Server Based Application,WBS000014,IM0002230,Closed,3,3,3,0.295026688,incident,KM0000426,closed,1,3/10/2013 10:47,,3/10/2013 14:14,3/10/2013 14:15,"3,46,91,66,667",Software,1,SD0004358,,,
SBA000834,application,Server Based Application,WBS000223,IM0002231,Closed,4,4,4,0.434280207,incident,KM0001217,closed,0,3/10/2013 10:51,,3/10/2013 16:20,3/10/2013 16:20,"5,49,55,55,556",Software,7,#MULTIVALUE,,,
SBA000025,application,Server Based Application,WBS000006,IM0002232,Closed,4,4,4,0.78764953,incident,KM0000029,closed,0,3/10/2013 10:51,,,3/10/2013 11:11,"0,344722222",Software,1,SD0004366,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0002233,Closed,4,4,4,0.909813797,incident,KM0000702,closed,0,3/10/2013 10:56,,4/10/2013 08:09,4/10/2013 08:09,"77,175",Software,1,SD0004365,,,
DTA000057,application,Desktop Application,WBS000094,IM0002234,Closed,5,5,5,0.053199098,incident,KM0001658,closed,2,3/10/2013 10:57,,3/10/2013 13:41,3/10/2013 13:41,"27,475",Unknown,1,SD0004353,,,
SBA000834,application,Server Based Application,WBS000223,IM0002235,Closed,NS,3,NA,0.105004712,incident,KM0001217,closed,1,3/10/2013 11:00,,7/10/2013 09:50,7/10/2013 09:50,"1,98,30,55,556",Software,1,SD0004367,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002237,Closed,4,4,4,0.806396247,incident,KM0000768,closed,1,3/10/2013 09:45,,3/10/2013 16:30,3/10/2013 16:31,"6,76,16,66,667",Other,1,SD0004248,,,
SBA000462,application,Server Based Application,WBS000073,IM0002238,Closed,4,4,4,0.292731659,incident,KM0000768,closed,1,3/10/2013 09:48,,4/10/2013 12:54,4/10/2013 12:54,"1,36,08,33,333",Data,1,SD0004251,,,
SBA000462,application,Server Based Application,WBS000073,IM0002239,Closed,4,4,4,0.448722614,incident,KM0001771,closed,0,3/10/2013 09:51,,,3/10/2013 14:26,"45,775",Software,1,SD0004257,,,
CBD000445,computer,Banking Device,WBS000146,IM0002240,Closed,2,2,2,0.241409223,incident,KM0000274,closed,1,3/10/2013 09:52,,6/10/2013 18:10,6/10/2013 18:10,"8,03,00,83,333",Hardware,1,SD0004255,,,
WBA000103,application,Web Based Application,WBS000073,IM0002241,Closed,4,4,4,0.651436616,incident,KM0001081,closed,0,3/10/2013 09:55,,3/10/2013 11:24,3/10/2013 11:24,"1,48,11,11,111",Other,1,SD0004024,,,
WBA000011,application,Web Based Application,WBS000152,IM0002242,Closed,5,5,5,0.791367765,incident,KM0000075,closed,0,3/10/2013 10:05,,,3/10/2013 17:22,"7,27,83,33,333",Software,1,SD0004263,,,
EXC000004,application,Exchange,WBS000094,IM0002243,Closed,5,5,5,0.893608269,request for information,KM0001237,closed,0,3/10/2013 10:08,,3/10/2013 11:18,3/10/2013 11:18,"1,16,19,44,444",Software,1,SD0004268,,,
SBA000834,application,Server Based Application,WBS000223,IM0002244,Closed,4,4,4,0.704980754,incident,KM0001308,closed,0,3/10/2013 10:15,,4/10/2013 11:12,4/10/2013 11:12,"1,14,40,83,333",Other,1,SD0004273,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002245,Closed,4,4,4,0.056045846,incident,KM0001654,closed,0,3/10/2013 10:21,,3/10/2013 15:04,3/10/2013 15:05,"4,73,52,77,778",Other,1,SD0004279,,,
WBA000011,application,Web Based Application,WBS000152,IM0002246,Closed,5,5,5,0.697041716,incident,KM0000075,closed,0,3/10/2013 10:28,,3/10/2013 15:33,3/10/2013 15:33,"5,08,63,88,889",Software,1,SD0004283,,,
SBA000747,application,Server Based Application,WBS000326,IM0002247,Closed,3,3,3,0.976055974,incident,KM0001699,closed,0,3/10/2013 10:32,,3/10/2013 16:16,3/10/2013 16:16,"1,86,52,77,778",Software,1,SD0004286,,,
WBA000133,application,Web Based Application,WBS000073,IM0002248,Closed,4,4,4,0.18855352,incident,KM0000032,closed,1,3/10/2013 10:34,,3/10/2013 12:17,3/10/2013 12:18,"1,735",Software,1,SD0004288,,,
DSK000605,computer,Desktop,WBS000091,IM0002249,Closed,5,5,5,0.801909146,incident,KM0001443,closed,3,3/10/2013 10:35,,7/10/2013 15:27,7/10/2013 15:27,"2,58,58,88,889",Hardware,1,SD0004289,,,
DTA000056,application,Desktop Application,WBS000091,IM0002250,Closed,3,3,3,0.523931789,incident,KM0001012,closed,0,3/10/2013 10:37,,3/10/2013 11:41,3/10/2013 11:42,"1,07,52,77,778",Software,1,SD0004290,,,
SBA000607,application,Server Based Application,WBS000263,IM0002251,Closed,4,4,4,0.97819168,incident,KM0001106,closed,1,3/10/2013 10:37,,4/10/2013 10:17,4/10/2013 10:18,"1,01,71,66,667",Other,1,SD0004293,,,
SUB000479,subapplication,Web Based Application,WBS000015,IM0002252,Closed,4,4,4,0.538199753,incident,KM0000453,closed,0,3/10/2013 10:37,,3/10/2013 14:51,3/10/2013 14:51,"0,992222222",Other,1,SD0004284,,,
WBA000011,application,Web Based Application,WBS000152,IM0002253,Closed,5,5,5,0.582074121,incident,KM0000075,closed,0,3/10/2013 10:43,,3/10/2013 15:32,3/10/2013 15:32,"48,075",Software,1,SD0004295,,,
SBA000630,application,Server Based Application,WBS000070,IM0002254,Closed,4,4,4,0.169872225,incident,KM0000607,closed,0,3/10/2013 10:44,,3/10/2013 15:50,3/10/2013 15:50,"5,09,63,88,889",Other,1,SD0004301,,,
CBA000014,application,Client Based Application,WBS000073,IM0002255,Closed,4,4,4,0.090570016,incident,KM0001887,closed,0,3/10/2013 10:51,,3/10/2013 15:45,3/10/2013 15:45,"4,89,36,11,111",Other,1,SD0004294,,,
DTA000024,application,Desktop Application,WBS000093,IM0002256,Closed,5,5,5,0.642894843,incident,KM0000337,closed,3,3/10/2013 10:56,,17-10-2013 10:40,17-10-2013 10:40,"4,59,23,61,111",No error - works as designed,1,SD0004299,,,
WBA000058,application,Web Based Application,WBS000073,IM0002257,Closed,4,4,4,0.176092661,incident,KM0000819,closed,0,3/10/2013 10:57,,3/10/2013 15:36,3/10/2013 15:36,"4,63,88,88,889",Software,1,SD0004300,,,
SBA000630,application,Server Based Application,WBS000070,IM0002258,Closed,3,3,3,0.150803176,incident,KM0001087,closed,2,3/10/2013 11:03,,3/10/2013 15:43,3/10/2013 15:43,"4,68,16,66,667",Other,3,#MULTIVALUE,,,
SUB000479,subapplication,Web Based Application,WBS000015,IM0002259,Closed,3,3,3,0.253329056,incident,KM0000453,closed,0,3/10/2013 11:06,,3/10/2013 15:00,3/10/2013 15:00,"0,525833333",Other,1,SD0004318,,,
WBA000058,application,Web Based Application,WBS000073,IM0002260,Closed,4,4,4,0.275639245,incident,KM0000819,closed,0,3/10/2013 11:06,,3/10/2013 15:56,3/10/2013 15:56,"4,83,97,22,222",Software,1,SD0004314,,,
SUB000479,subapplication,Web Based Application,WBS000015,IM0002261,Closed,3,3,3,0.740411884,incident,KM0000453,closed,0,3/10/2013 11:10,,3/10/2013 15:44,3/10/2013 15:44,"0,458055556",Other,1,SD0004555,,,
SBA000630,application,Server Based Application,WBS000070,IM0002262,Closed,3,3,3,0.070692912,incident,KM0001087,closed,0,3/10/2013 11:12,,3/10/2013 15:45,3/10/2013 15:45,"4,55,08,33,333",Other,1,SD0004320,,,
CBA000014,application,Client Based Application,WBS000073,IM0002263,Closed,4,4,4,0.470431337,incident,KM0001692,closed,2,3/10/2013 11:16,,3/10/2013 13:01,3/10/2013 13:01,"1,73,91,66,667",Other,1,SD0004560,,,
WBA000133,application,Web Based Application,WBS000073,IM0002264,Closed,4,4,4,0.866463855,incident,KM0000032,closed,1,3/10/2013 11:18,,3/10/2013 12:01,3/10/2013 12:01,"0,720277778",Other,1,SD0004558,,,
WBA000077,application,Web Based Application,WBS000153,IM0002265,Closed,5,5,5,0.979583851,request for information,KM0000415,closed,0,3/10/2013 11:18,,3/10/2013 15:53,3/10/2013 15:53,"4,59",Questions,1,SD0004559,,,
SBA000630,application,Server Based Application,WBS000070,IM0002266,Closed,3,3,3,0.751589693,incident,KM0001087,closed,0,3/10/2013 11:19,,3/10/2013 15:46,3/10/2013 15:46,"4,44,55,55,556",Other,1,SD0004565,,,
SBA000310,application,Server Based Application,WBS000151,IM0002267,Closed,3,3,3,0.709467002,incident,KM0000302,closed,0,3/10/2013 11:21,,3/10/2013 14:49,3/10/2013 14:49,"3,46,97,22,222",Software,1,SD0004564,,,
WBA000058,application,Web Based Application,WBS000073,IM0002268,Closed,4,4,4,0.45309784,incident,KM0000819,closed,0,3/10/2013 11:24,,3/10/2013 16:27,3/10/2013 16:27,"5,04,61,11,111",Other,1,SD0004567,,,
WBA000058,application,Web Based Application,WBS000073,IM0002269,Closed,4,4,4,0.606225786,incident,KM0000819,closed,0,3/10/2013 11:26,,3/10/2013 16:14,3/10/2013 16:14,"4,79,77,77,778",Other,1,SD0004568,,,
WBA000144,application,Web Based Application,WBS000318,IM0002270,Closed,5,5,5,0.792465323,incident,KM0000836,closed,1,3/10/2013 11:28,10/10/2013 10:31,17-10-2013 14:03,17-10-2013 14:03,"6,59,88,88,889",Other,2,#MULTIVALUE,,,
CBA000014,application,Client Based Application,WBS000073,IM0002271,Closed,4,4,4,0.105748869,incident,KM0001887,closed,0,3/10/2013 11:28,,3/10/2013 15:17,3/10/2013 15:17,"3,81,88,88,889",Other,1,SD0004571,,,
WBA000058,application,Web Based Application,WBS000073,IM0002272,Closed,4,4,4,0.808977476,incident,KM0000819,closed,0,3/10/2013 11:28,,3/10/2013 17:21,3/10/2013 17:22,"5,89,13,88,889",Other,1,SD0004305,,,
CBA000014,application,Client Based Application,WBS000073,IM0002273,Closed,4,4,4,0.847675933,incident,KM0001887,closed,0,3/10/2013 11:29,,3/10/2013 15:43,3/10/2013 15:43,"4,245",Other,1,SD0004312,,,
WBA000058,application,Web Based Application,WBS000073,IM0002274,Closed,4,4,4,0.032763513,incident,KM0000819,closed,0,3/10/2013 11:30,,3/10/2013 16:38,3/10/2013 16:38,"5,13,41,66,667",Software,1,SD0004577,,,
SBA000462,application,Server Based Application,WBS000073,IM0002275,Closed,4,4,4,0.07946461,incident,KM0001363,closed,0,3/10/2013 11:32,,3/10/2013 15:59,3/10/2013 16:00,"4,46,58,33,333",Software,1,SD0004563,,,
SBA000458,application,Server Based Application,WBS000073,IM0002276,Closed,4,4,4,0.250338612,incident,KM0001539,closed,0,3/10/2013 11:33,,4/10/2013 12:57,4/10/2013 12:57,"8,55,47,22,222",Other,1,SD0004578,,,
CBA000014,application,Client Based Application,WBS000073,IM0002277,Closed,4,4,4,0.792809973,incident,KM0001887,closed,0,3/10/2013 11:33,,3/10/2013 15:42,3/10/2013 15:42,"4,16,41,66,667",Other,1,SD0004573,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0002278,Closed,4,4,4,0.248591519,incident,KM0000741,closed,0,3/10/2013 11:34,,4/10/2013 07:42,4/10/2013 07:42,"6,64,44,44,444",Software,1,SD0004574,,,
SUB000442,subapplication,Web Based Application,WBS000125,IM0002279,Closed,4,4,4,0.232302449,incident,KM0000731,closed,1,3/10/2013 11:34,,3/10/2013 12:28,3/10/2013 12:29,"0,539722222",Other,1,SD0004572,,,
WBA000058,application,Web Based Application,WBS000073,IM0002280,Closed,4,4,4,0.229176709,incident,KM0000819,closed,0,3/10/2013 11:36,,3/10/2013 16:12,3/10/2013 16:13,"4,61,36,11,111",Other,1,SD0004581,,,
WBA000058,application,Web Based Application,WBS000073,IM0002282,Closed,4,4,4,0.239288078,incident,KM0000819,closed,0,3/10/2013 11:38,,3/10/2013 16:25,3/10/2013 16:25,"4,77,61,11,111",Other,1,SD0004582,,,
SBA000540,application,Server Based Application,WBS000062,IM0002283,Closed,5,5,5,0.534438643,request for information,KM0000042,closed,12,3/10/2013 11:42,,18-10-2013 14:42,18-10-2013 14:42,"1,14,65,94,444",Other,1,SD0004584,,,
